apparent,
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
1.10592, 
1.8431999999999997, 
2.5804799999999997, 
3.31776, 
2.5804799999999997, 
1.8431999999999997, 
1.8431999999999997, 
2.21184, 
1.8431999999999997, 
1.10592, 
0.7372799999999999, 
36.49536, 
1043.2512, 
1686.8966400000002, 
1830.66624, 
1847.99232, 
1852.4160, 
1848.36096, 
1843.9372799999996, 
1838.0390399999999, 
1839.5135999999998, 
1834.72128, 
1837.6704, 
1832.50944, 
1835.45856, 
1829.56032, 
1833.2467199999999, 
1828.0857599999997, 
1831.40352, 
1827.3484799999999, 
1830.2976, 
1825.50528, 
1829.1916800000001, 
1823.6620799999998, 
1827.71712, 
1821.8188799999998, 
1822.5561599999999, 
1804.86144, 
1804.4928, 
1804.12416, 
1803.3868799999998, 
1802.6496, 
1802.2809599999998, 
1804.86144, 
1817.02656, 
