apparent,
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
1.10592, 
1.10592, 
1.10592, 
0.7372799999999999, 
0.7372799999999999, 
117.59615999999998, 
238.51008, 
195.01056, 
167.7312, 
157.77791999999997, 
154.46015999999997, 
153.35423999999998, 
152.9856, 
152.9856, 
153.35423999999998, 
153.35423999999998, 
152.9856, 
153.35423999999998, 
153.72287999999998, 
153.72287999999998, 
153.35423999999998, 
153.72287999999998, 
153.35423999999998, 
153.35423999999998, 
153.72287999999998, 
153.72287999999998, 
152.9856, 
153.35423999999998, 
153.72287999999998, 
153.35423999999998, 
153.35423999999998, 
153.72287999999998, 
152.9856, 
153.72287999999998, 
153.35423999999998, 
153.72287999999998, 
152.9856, 
153.35423999999998, 
152.9856, 
153.35423999999998, 
152.9856, 
