apparent,
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.36863999999999997, 
1.8431999999999997, 
1.8431999999999997, 
1.10592, 
1.10592, 
0.7372799999999999, 
0.0, 
0.36863999999999997, 
0.0, 
0.7372799999999999, 
162.57024, 
601.25184, 
744.6527999999998, 
785.94048, 
794.78784, 
797.73696, 
798.8428799999999, 
799.2115199999998, 
798.8428799999999, 
798.8428799999999, 
798.47424, 
800.6860800000001, 
798.47424, 
801.05472, 
799.2115199999998, 
801.05472, 
799.58016, 
801.42336, 
799.58016, 
801.42336, 
799.9487999999999, 
801.7919999999999, 
800.6860800000001, 
802.52928, 
800.31744, 
802.52928, 
799.9487999999999, 
802.16064, 
800.31744, 
802.52928, 
800.6860800000001, 
802.52928, 
800.6860800000001, 
