apparent,
793.31328, 
793.31328, 
792.5759999999999, 
792.20736, 
792.20736, 
791.8387200000001, 
794.4192, 
800.6860800000001, 
799.2115199999998, 
800.6860800000001, 
798.8428799999999, 
799.2115199999998, 
801.05472, 
799.58016, 
801.7919999999999, 
801.42336, 
800.6860800000001, 
799.2115199999998, 
800.31744, 
798.8428799999999, 
801.05472, 
798.8428799999999, 
801.05472, 
799.2115199999998, 
801.7919999999999, 
801.42336, 
800.6860800000001, 
680.5094399999999, 
405.13536, 
218.60351999999997, 
115.38432, 
60.088319999999996, 
31.334400000000002, 
16.5888, 
8.11008, 
4.42368, 
2.21184, 
1.4745599999999999, 
1.10592, 
0.7372799999999999, 
0.7372799999999999, 
0.7372799999999999, 
0.0, 
0.0, 
0.0, 
1.10592, 
0.7372799999999999, 
0.36863999999999997, 
0.36863999999999997, 
0.0, 
