time; Fan; Charger; Hair dryer; Lamp; Toaster; Vacuum; Water kettle; 
1636626948.088898; 0; 0; 0; 0; 0; 0; 0; 
1636626949.1162229; 0; 0; 0; 0; 0; 0; 0; 
1636626950.1451294; 0; 0; 0; 0; 0; 0; 0; 
1636626951.1760907; 0; 0; 0; 0; 0; 0; 0; 
1636626952.2109184; 0; 0; 0; 0; 0; 0; 0; 
1636626953.2434022; 0; 0; 0; 0; 0; 0; 0; 
