apparent,
593.14176, 
684.19584, 
691.2, 
677.9289600000001, 
593.14176, 
684.19584, 
691.2, 
677.9289600000001, 
660.9715199999999, 
654.7046399999999, 
650.28096, 
649.1750399999999, 
647.70048, 
648.4377599999999, 
646.9631999999999, 
647.70048, 
646.59456, 
646.59456, 
648.4377599999999, 
679.40352, 
648.4377599999999, 
646.59456, 
647.70048, 
646.59456, 
648.0691199999999, 
646.22592, 
647.70048, 
583.5571199999999, 
362.37312000000003, 
196.11647999999997, 
103.58784, 
54.55872, 
28.38528, 
14.745599999999998, 
7.74144, 
3.6863999999999995, 
2.5804799999999997, 
2.5804799999999997, 
2.9491199999999997, 
2.21184, 
1.8431999999999997, 
2.21184, 
1.10592, 
1.4745599999999999, 
1.10592, 
0.7372799999999999, 
0.36863999999999997, 
1.10592, 
1.8431999999999997, 
1.10592, 
