time,apparent,
1632043743.3007529, 0.0, 
1632043743.4026957, 0.0, 
1632043743.5046105, 0.0, 
1632043743.6065884, 0.0, 
1632043743.7085326, 0.0, 
1632043743.8104663, 0.0, 
1632043743.9124043, 0.0, 
1632043744.014344, 0.0, 
1632043744.1162822, 0.36863999999999997, 
1632043744.2182896, 0.0, 
1632043744.3202312, 0.0, 
1632043744.42215, 0.0, 
1632043744.5240817, 0.0, 
1632043744.626024, 0.0, 
1632043744.7279732, 0.0, 
1632043744.8299336, 0.36863999999999997, 
1632043744.931901, 0.36863999999999997, 
1632043745.0338655, 0.0, 
1632043745.1358104, 0.0, 
1632043745.2377462, 0.0, 
1632043745.3396833, 0.0, 
1632043745.441635, 0.0, 
1632043745.5435889, 0.0, 
1632043745.6455264, 0.0, 
1632043745.747479, 0.0, 
1632043745.8494208, 0.36863999999999997, 
1632043745.9513767, 0.0, 
1632043746.0533245, 0.0, 
1632043746.1552198, 0.0, 
1632043746.257163, 0.0, 
1632043746.359106, 0.0, 
1632043746.4610453, 0.0, 
1632043746.562982, 0.0, 
1632043746.6649144, 0.0, 
1632043746.7668934, 0.0, 
1632043746.8688395, 0.0, 
1632043746.9707828, 0.0, 
1632043747.072722, 0.36863999999999997, 
1632043747.1746702, 0.0, 
1632043747.2766564, 0.36863999999999997, 
1632043747.3786092, 0.0, 
1632043747.480551, 0.0, 
1632043747.5824912, 0.0, 
1632043747.6844275, 0.0, 
1632043747.7863722, 0.0, 
1632043747.88827, 0.0, 
1632043747.9902134, 0.0, 
1632043748.0921621, 0.0, 
1632043748.1941075, 0.36863999999999997, 
1632043748.296108, 350.57664, 
1632043748.3980796, 1786.0607999999997, 
1632043748.500046, 1654.82496, 
1632043748.6019993, 1267.7529599999998, 
1632043748.7039528, 996.4339200000001, 
1632043748.805908, 842.3424, 
1632043748.9078984, 761.2416, 
1632043749.0098515, 715.5302399999999, 
1632043749.111805, 690.46272, 
1632043749.2137501, 676.0857599999999, 
1632043749.3157086, 667.60704, 
1632043749.4176626, 662.4460799999999, 
1632043749.5196245, 659.49696, 
1632043749.6215363, 656.91648, 
1632043749.7234802, 655.81056, 
1632043749.82544, 654.7046399999999, 
1632043749.927407, 653.96736, 
1632043750.0293598, 653.5987200000001, 
1632043750.131318, 653.2300799999999, 
1632043750.2332735, 653.2300799999999, 
1632043750.3352265, 652.86144, 
1632043750.4372048, 653.2300799999999, 
1632043750.5391724, 652.86144, 
1632043750.6411238, 652.86144, 
1632043750.7430732, 652.86144, 
1632043750.845031, 652.4928, 
1632043750.9470274, 652.4928, 
1632043751.0489945, 652.86144, 
1632043751.1509552, 652.12416, 
1632043751.252905, 652.12416, 
1632043751.3548186, 651.7555199999999, 
1632043751.4568286, 652.4928, 
1632043751.5587869, 651.7555199999999, 
1632043751.6607454, 652.4928, 
1632043751.7626958, 651.7555199999999, 
1632043751.864651, 651.01824, 
1632043751.9666557, 651.7555199999999, 
1632043752.0686266, 651.01824, 
1632043752.1705797, 651.01824, 
1632043752.272532, 651.01824, 
1632043752.3744843, 651.01824, 
1632043752.4763963, 651.01824, 
1632043752.5783448, 651.7555199999999, 
1632043752.6803043, 651.01824, 
1632043752.7822585, 651.01824, 
1632043752.8842149, 651.01824, 
1632043752.9861705, 650.6496, 
1632043753.0881152, 650.28096, 
1632043753.1900918, 649.9123199999999, 
1632043753.2920766, 649.9123199999999, 
1632043753.3940375, 649.54368, 
1632043753.4960058, 649.9123199999999, 
1632043753.5980275, 650.28096, 
1632043753.6999853, 649.54368, 
1632043753.8019366, 649.9123199999999, 
1632043753.9038973, 649.9123199999999, 
1632043754.0058498, 649.9123199999999, 
1632043754.107816, 650.6496, 
1632043754.2097723, 649.1750399999999, 
1632043754.3117282, 649.54368, 
1632043754.4136732, 649.54368, 
1632043754.5156217, 649.54368, 
1632043754.6175842, 649.1750399999999, 
1632043754.719549, 649.1750399999999, 
1632043754.821462, 649.54368, 
1632043754.9234068, 649.54368, 
1632043755.0253544, 649.9123199999999, 
1632043755.127329, 649.9123199999999, 
1632043755.2292988, 649.54368, 
1632043755.331692, 651.38688, 
1632043755.4336524, 648.8063999999999, 
1632043755.5356169, 649.1750399999999, 
1632043755.6375828, 649.54368, 
1632043755.739531, 649.1750399999999, 
1632043755.8414867, 649.54368, 
1632043755.9434328, 649.1750399999999, 
1632043756.045393, 648.8063999999999, 
1632043756.1473477, 648.4377599999999, 
1632043756.2492979, 648.4377599999999, 
1632043756.3512585, 648.4377599999999, 
1632043756.4532087, 648.4377599999999, 
1632043756.5551307, 648.4377599999999, 
1632043756.6570933, 648.4377599999999, 
1632043756.7590623, 648.4377599999999, 
1632043756.861034, 648.8063999999999, 
1632043756.9634254, 650.28096, 
1632043757.0653775, 647.70048, 
1632043757.1673186, 647.33184, 
1632043757.269263, 647.33184, 
1632043757.3711832, 646.9631999999999, 
1632043757.473126, 646.9631999999999, 
1632043757.575076, 646.9631999999999, 
1632043757.6770527, 647.70048, 
1632043757.779019, 648.0691199999999, 
1632043757.8809798, 648.0691199999999, 
1632043757.9829333, 647.33184, 
1632043758.0848804, 647.70048, 
1632043758.186891, 647.33184, 
1632043758.288846, 646.9631999999999, 
1632043758.3907902, 646.9631999999999, 
1632043758.4927297, 646.59456, 
1632043758.5946727, 646.22592, 
1632043758.696671, 646.59456, 
1632043758.7986317, 645.85728, 
1632043758.9006016, 645.85728, 
1632043759.0025468, 645.12, 
1632043759.1044846, 644.75136, 
1632043759.2064204, 644.3827200000001, 
1632043759.3083792, 644.75136, 
1632043759.4103196, 644.3827200000001, 
1632043759.5122614, 645.12, 
1632043759.6146288, 646.59456, 
1632043759.7166345, 644.75136, 
1632043759.8185706, 644.75136, 
1632043759.9205248, 645.12, 
1632043760.022901, 646.9631999999999, 
1632043760.1248584, 644.3827200000001, 
1632043760.2268429, 645.12, 
1632043760.3292203, 646.59456, 
1632043760.431152, 644.01408, 
1632043760.5330749, 644.01408, 
1632043760.6350124, 643.6454399999999, 
1632043760.7369924, 644.01408, 
1632043760.838984, 644.01408, 
1632043760.9409277, 644.01408, 
1632043761.0428748, 644.3827200000001, 
1632043761.144828, 644.01408, 
1632043761.2467864, 643.6454399999999, 
1632043761.34869, 643.2768, 
1632043761.4505847, 643.2768, 
1632043761.5525208, 643.2768, 
1632043761.654441, 643.2768, 
1632043761.7563782, 642.5395199999999, 
1632043761.8583343, 642.5395199999999, 
1632043761.960287, 642.5395199999999, 
1632043762.0622482, 642.17088, 
1632043762.164212, 642.17088, 
1632043762.2661586, 641.8022400000001, 
1632043762.3681128, 641.8022400000001, 
1632043762.4700706, 641.4336, 
1632043762.5720174, 641.06496, 
1632043762.6739676, 640.6963199999999, 
1632043762.7759128, 641.06496, 
1632043762.8778756, 641.06496, 
1632043762.9798293, 640.6963199999999, 
1632043763.0817935, 641.06496, 
1632043763.1841815, 642.9081599999998, 
1632043763.2861457, 640.6963199999999, 
1632043763.3880532, 640.32768, 
1632043763.4900024, 640.6963199999999, 
1632043763.5919642, 640.6963199999999, 
1632043763.6943533, 642.17088, 
1632043763.796316, 641.06496, 
1632043763.8987606, 642.9081599999998, 
1632043764.0007553, 641.8022400000001, 
1632043764.1031566, 642.5395199999999, 
1632043764.205087, 639.95904, 
1632043764.3070712, 639.95904, 
1632043764.4090245, 639.95904, 
1632043764.5109847, 640.32768, 
1632043764.6133935, 642.17088, 
1632043764.715315, 639.5904, 
1632043764.8172357, 639.22176, 
1632043764.9191463, 639.95904, 
1632043765.021078, 639.95904, 
1632043765.1230032, 640.32768, 
1632043765.2249138, 639.95904, 
1632043765.32691, 640.6963199999999, 
1632043765.428868, 641.06496, 
1632043765.5308762, 640.6963199999999, 
1632043765.6328359, 639.5904, 
1632043765.7347925, 639.22176, 
1632043765.8368058, 639.5904, 
1632043765.9387605, 639.22176, 
1632043766.0407243, 638.48448, 
1632043766.1426806, 638.85312, 
1632043766.244629, 638.85312, 
1632043766.3466284, 639.22176, 
1632043766.4485958, 639.22176, 
1632043766.5505552, 639.22176, 
1632043766.6525095, 638.85312, 
1632043766.7544293, 638.85312, 
1632043766.8563848, 639.22176, 
1632043766.9583402, 638.48448, 
1632043767.0602982, 638.85312, 
1632043767.1622586, 638.11584, 
1632043767.264219, 637.7472, 
1632043767.366171, 638.48448, 
1632043767.4681256, 637.7472, 
1632043767.5700798, 637.7472, 
1632043767.672042, 638.85312, 
1632043767.7744238, 640.32768, 
1632043767.8763812, 638.11584, 
1632043767.978341, 637.3785599999999, 
1632043768.0802999, 637.3785599999999, 
1632043768.182258, 637.3785599999999, 
1632043768.2842152, 637.00992, 
1632043768.3861601, 636.6412799999999, 
1632043768.488065, 636.6412799999999, 
1632043768.5900192, 637.3785599999999, 
1632043768.6919725, 638.85312, 
1632043768.793917, 637.00992, 
1632043768.895863, 637.3785599999999, 
1632043768.9978704, 638.11584, 
1632043769.0998676, 655.81056, 
1632043769.205089, 662.8147200000001, 
1632043769.310779, 637.3785599999999, 
1632043769.4128344, 637.3785599999999, 
1632043769.5148103, 637.00992, 
1632043769.616846, 658.39104, 
1632043769.7221515, 637.3785599999999, 
1632043769.8241262, 638.48448, 
1632043769.9265826, 640.32768, 
1632043770.0285616, 638.48448, 
1632043770.1305227, 637.7472, 
1632043770.232482, 637.3785599999999, 
1632043770.334436, 637.3785599999999, 
1632043770.436398, 637.7472, 
1632043770.5383298, 638.48448, 
1632043770.6402829, 638.48448, 
1632043770.7422533, 638.48448, 
1632043770.8446338, 638.85312, 
1632043770.9466407, 637.00992, 
1632043771.0490353, 638.48448, 
1632043771.1509926, 637.3785599999999, 
1632043771.2529469, 637.7472, 
1632043771.354856, 637.00992, 
1632043771.456859, 638.85312, 
1632043771.5592604, 640.6963199999999, 
1632043771.6611655, 638.85312, 
1632043771.7630649, 638.85312, 
1632043771.8649788, 639.22176, 
1632043771.9669123, 639.5904, 
1632043772.0688255, 638.85312, 
1632043772.1707323, 638.48448, 
1632043772.2726154, 638.48448, 
1632043772.3745046, 637.7472, 
1632043772.4763885, 637.3785599999999, 
1632043772.5782938, 637.3785599999999, 
1632043772.6801891, 637.7472, 
1632043772.7820818, 637.00992, 
1632043772.883987, 637.3785599999999, 
1632043772.9858925, 637.7472, 
1632043773.0878072, 638.11584, 
1632043773.1901615, 639.5904, 
1632043773.292109, 637.7472, 
1632043773.394014, 637.3785599999999, 
1632043773.4959059, 637.00992, 
1632043773.5977979, 637.00992, 
1632043773.6996853, 637.00992, 
1632043773.8015773, 638.11584, 
1632043773.9034767, 638.48448, 
1632043774.0053904, 637.00992, 
1632043774.1073196, 636.27264, 
1632043774.2092202, 636.27264, 
1632043774.3110995, 636.27264, 
1632043774.4129899, 636.6412799999999, 
1632043774.5148823, 636.6412799999999, 
1632043774.6168144, 635.9039999999999, 
1632043774.7187102, 635.9039999999999, 
1632043774.820606, 635.53536, 
1632043774.9225345, 635.9039999999999, 
1632043775.024453, 635.1667199999999, 
1632043775.12639, 635.9039999999999, 
1632043775.2283168, 635.53536, 
1632043775.3302069, 635.9039999999999, 
1632043775.4320955, 636.27264, 
1632043775.5339782, 635.9039999999999, 
1632043775.6358767, 636.27264, 
1632043775.7377362, 635.53536, 
1632043775.8396406, 635.1667199999999, 
1632043775.941538, 635.1667199999999, 
1632043776.0434363, 634.79808, 
1632043776.145342, 634.0608, 
1632043776.247239, 633.69216, 
1632043776.3491156, 633.32352, 
1632043776.450999, 633.32352, 
1632043776.5528972, 632.95488, 
1632043776.6547573, 632.2176, 
1632043776.7566874, 632.58624, 
1632043776.8585968, 632.58624, 
1632043776.9607167, 633.32352, 
1632043777.0626712, 632.58624, 
1632043777.1650546, 634.79808, 
1632043777.2670035, 633.32352, 
1632043777.368963, 634.4294399999999, 
1632043777.4708896, 635.1667199999999, 
1632043777.5732646, 637.7472, 
1632043777.6751764, 635.1667199999999, 
1632043777.7770941, 634.79808, 
1632043777.879067, 635.1667199999999, 
1632043777.9811604, 636.27264, 
1632043778.0831127, 634.79808, 
1632043778.1850693, 635.53536, 
1632043778.2870545, 635.9039999999999, 
1632043778.3889992, 634.79808, 
1632043778.4909482, 634.79808, 
1632043778.5928986, 634.79808, 
1632043778.6948605, 634.79808, 
1632043778.7968528, 634.79808, 
1632043778.8988066, 634.79808, 
1632043779.000747, 635.1667199999999, 
1632043779.102701, 634.79808, 
1632043779.2045903, 634.0608, 
1632043779.3066092, 633.69216, 
1632043779.4085608, 631.84896, 
1632043779.5105016, 631.1116799999999, 
1632043779.6124709, 631.84896, 
1632043779.7144148, 632.58624, 
1632043779.8163805, 633.32352, 
1632043779.918317, 633.69216, 
1632043780.0202527, 633.32352, 
1632043780.1221902, 632.58624, 
1632043780.2241204, 632.2176, 
1632043780.326055, 631.48032, 
1632043780.4279997, 630.3743999999999, 
1632043780.5299423, 629.6371199999999, 
1632043780.6318808, 628.8998399999999, 
1632043780.7338212, 629.2684800000001, 
1632043780.8357635, 629.6371199999999, 
1632043780.937668, 630.00576, 
1632043781.0395977, 631.48032, 
1632043781.14154, 632.58624, 
1632043781.2434714, 632.95488, 
1632043781.3454096, 633.69216, 
1632043781.4473507, 634.4294399999999, 
1632043781.5493011, 634.79808, 
1632043781.6512387, 635.53536, 
1632043781.7531838, 635.9039999999999, 
1632043781.855072, 635.9039999999999, 
1632043781.9570534, 636.6412799999999, 
1632043782.059002, 635.1667199999999, 
1632043782.1609375, 634.4294399999999, 
1632043782.2628822, 633.69216, 
1632043782.3648183, 632.95488, 
1632043782.4668043, 632.58624, 
1632043782.568773, 632.95488, 
1632043782.6707075, 632.58624, 
1632043782.7726338, 632.95488, 
1632043782.8745718, 632.58624, 
1632043782.9765809, 631.84896, 
1632043783.0785408, 629.6371199999999, 
1632043783.180496, 625.58208, 
1632043783.2824407, 619.6838399999999, 
1632043783.384393,608256, 
1632043783.4863803, 596.8281599999999, 
1632043783.5883293, 585.76896, 
1632043783.6902902, 577.65888, 
1632043783.7922394, 572.12928, 
1632043783.894192, 572.4979199999999, 
1632043783.9961493, 581.3452799999999, 
1632043784.098104, 592.4044799999999, 
1632043784.2000628, 601.9891200000001, 
1632043784.3020256, 611.20512, 
1632043784.4039624, 617.8406399999999, 
1632043784.505935, 623.37024, 
1632043784.607905,626688, 
1632043784.7098536, 629.2684800000001, 
1632043784.8118162, 631.1116799999999, 
1632043784.913776, 631.48032, 
1632043785.0157323, 631.84896, 
1632043785.11769, 631.84896, 
1632043785.219647, 632.2176, 
1632043785.3215823, 632.58624, 
1632043785.423541, 632.2176, 
1632043785.5254977, 631.84896, 
1632043785.627455, 631.1116799999999, 
1632043785.729415, 631.1116799999999, 
1632043785.8313694, 631.1116799999999, 
1632043785.9333265, 631.48032, 
1632043786.0352845, 631.1116799999999, 
1632043786.1372406, 630.00576, 
1632043786.2391894, 629.2684800000001, 
1632043786.3411536, 630.00576, 
1632043786.443104, 630.00576, 
1632043786.5450654, 630.00576, 
1632043786.6470509, 629.6371199999999, 
1632043786.7490149, 629.2684800000001, 
1632043786.850966, 629.2684800000001, 
1632043786.9529254, 629.2684800000001, 
1632043787.0548573, 630.00576, 
1632043787.1568618, 630.7430400000001, 
1632043787.258824, 631.1116799999999, 
1632043787.3607755, 631.84896, 
1632043787.4627194, 631.84896, 
1632043787.5646853, 632.58624, 
1632043787.666707, 633.69216, 
1632043787.7686582, 633.32352, 
1632043787.8705974, 633.32352, 
1632043787.9725342, 632.95488, 
1632043788.0744824, 632.58624, 
1632043788.1764057, 631.48032, 
1632043788.2783527, 631.48032, 
1632043788.3802896, 631.48032, 
1632043788.4822314, 631.48032, 
1632043788.5841687, 632.2176, 
1632043788.6861, 631.84896, 
1632043788.7880025, 632.2176, 
1632043788.8899643, 632.58624, 
1632043788.991912, 632.95488, 
1632043789.0938778, 633.32352, 
1632043789.1958199, 634.0608, 
1632043789.2977593, 634.79808, 
1632043789.3997016, 634.79808, 
1632043789.5016382, 635.9039999999999, 
1632043789.60358, 635.53536, 
1632043789.7055275, 636.27264, 
1632043789.807471, 636.27264, 
1632043789.9094105, 636.27264, 
1632043790.0113559, 634.79808, 
1632043790.1133478, 633.32352, 
1632043790.2152858, 631.84896, 
1632043790.317246, 631.1116799999999, 
1632043790.419204, 631.1116799999999, 
1632043790.5211034, 630.7430400000001, 
1632043790.6230621, 631.84896, 
1632043790.7250094, 632.58624, 
1632043790.8270144, 632.95488, 
1632043790.9289696, 632.95488, 
1632043791.0309236, 633.69216, 
1632043791.1328773, 633.69216, 
1632043791.2348309, 634.0608, 
1632043791.3368244, 634.0608, 
1632043791.438774, 633.69216, 
1632043791.5407252, 632.95488, 
1632043791.6426742, 632.58624, 
1632043791.7446277, 631.48032, 
1632043791.846634, 631.1116799999999, 
1632043791.948599, 630.7430400000001, 
1632043792.0505724, 631.48032, 
1632043792.1525362, 630.7430400000001, 
1632043792.2544308, 631.1116799999999, 
1632043792.3563874, 632.58624, 
1632043792.458337, 632.95488, 
1632043792.5602958, 633.69216, 
1632043792.6622467, 635.1667199999999, 
1632043792.7642024, 635.53536, 
1632043792.866154, 636.27264, 
1632043792.9681098, 636.27264, 
1632043793.0700693, 637.3785599999999, 
1632043793.172026, 636.6412799999999, 
1632043793.2739913, 635.9039999999999, 
1632043793.375942, 635.53536, 
1632043793.4779031, 635.9039999999999, 
1632043793.5798726, 636.6412799999999, 
1632043793.6818283, 637.00992, 
1632043793.7837782, 636.6412799999999, 
1632043793.8857367, 637.3785599999999, 
1632043793.9876497, 637.00992, 
1632043794.089611, 637.00992, 
1632043794.191559, 637.00992, 
1632043794.2935116, 636.27264, 
1632043794.3954663, 636.6412799999999, 
1632043794.497433, 635.9039999999999, 
1632043794.5993984, 635.9039999999999, 
1632043794.701361, 635.9039999999999, 
1632043794.8033135, 635.53536, 
1632043794.9052901, 635.9039999999999, 
1632043795.007266, 635.1667199999999, 
1632043795.1092362, 635.1667199999999, 
1632043795.2111897, 635.1667199999999, 
1632043795.3131416, 634.79808, 
1632043795.4150968, 634.79808, 
1632043795.51706, 634.79808, 
1632043795.619012, 634.4294399999999, 
1632043795.7209053, 634.4294399999999, 
1632043795.8228643, 634.79808, 
1632043795.9248543, 635.53536, 
1632043796.0268497, 635.53536, 
1632043796.1288116, 634.79808, 
1632043796.2307656, 634.79808, 
1632043796.33272, 634.4294399999999, 
1632043796.4346743, 633.69216, 
1632043796.5366542, 632.95488, 
1632043796.6386046, 632.58624, 
1632043796.740559, 632.2176, 
1632043796.8425136, 632.58624, 
1632043796.944466, 632.95488, 
1632043797.046395, 632.58624, 
1632043797.1483421, 632.58624, 
1632043797.250288, 632.95488, 
1632043797.3522398, 633.32352, 
1632043797.4541426, 633.69216, 
1632043797.5560958, 633.69216, 
1632043797.658057, 634.4294399999999, 
1632043797.7600212, 634.4294399999999, 
1632043797.8619828, 634.79808, 
1632043797.9639366, 634.79808, 
1632043798.065896, 634.79808, 
1632043798.1678536, 635.1667199999999, 
1632043798.2698207, 634.4294399999999, 
1632043798.3717937, 634.0608, 
1632043798.4737527, 633.69216, 
1632043798.5757115, 632.95488, 
1632043798.6776705, 633.32352, 
1632043798.7796378, 634.0608, 
1632043798.881597, 633.69216, 
1632043798.983554, 634.4294399999999, 
1632043799.0855074, 634.0608, 
1632043799.1874242, 633.69216, 
1632043799.289379, 634.4294399999999, 
1632043799.39134, 634.79808, 
1632043799.4932945, 635.1667199999999, 
1632043799.5952628, 636.27264, 
1632043799.697236, 635.9039999999999, 
1632043799.7991927, 634.4294399999999, 
1632043799.9011574, 634.79808, 
1632043800.0031092, 634.4294399999999, 
1632043800.1051545, 635.53536, 
1632043800.2071254, 635.53536, 
1632043800.3090777, 635.53536, 
1632043800.411036, 635.9039999999999, 
1632043800.512999, 635.53536, 
1632043800.6149516, 635.53536, 
1632043800.7169607, 635.9039999999999, 
1632043800.8189282, 635.9039999999999, 
1632043800.9208357, 635.1667199999999, 
1632043801.0227864, 635.1667199999999, 
1632043801.1247602, 635.9039999999999, 
1632043801.2267675, 635.9039999999999, 
1632043801.3287327, 636.27264, 
1632043801.430696, 635.53536, 
1632043801.5326493, 635.1667199999999, 
1632043801.634611, 634.79808, 
1632043801.7366037, 634.79808, 
1632043801.838567, 634.0608, 
1632043801.9405246, 634.0608, 
1632043802.0424824, 634.4294399999999, 
1632043802.1444912, 634.79808, 
1632043802.2464108, 634.79808, 
1632043802.3483658, 635.53536, 
1632043802.4503226, 635.9039999999999, 
1632043802.5522907, 635.9039999999999, 
1632043802.6541905, 635.1667199999999, 
1632043802.7561512, 634.79808, 
1632043802.8581061, 634.0608, 
1632043802.9600637, 633.69216, 
1632043803.062014, 633.69216, 
1632043803.1639686, 632.2176, 
1632043803.2659218, 631.84896, 
1632043803.3678892, 631.48032, 
1632043803.4698575, 630.7430400000001, 
1632043803.5718153, 630.00576, 
1632043803.673784, 629.2684800000001, 
1632043803.7757509, 628.1625599999999, 
1632043803.87773, 627.05664, 
1632043803.979694,626688, 
1632043804.0816607,626688, 
1632043804.1836438, 626.31936, 
1632043804.2856035, 625.21344, 
1632043804.387505, 624.47616, 
1632043804.4894555, 624.47616, 
1632043804.5914118, 624.47616, 
1632043804.6933675, 624.8448, 
1632043804.7953224, 625.21344, 
1632043804.8972812, 625.21344, 
1632043804.999237, 625.21344, 
1632043805.1011875, 625.21344, 
1632043805.20314, 624.8448, 
1632043805.305111, 625.21344, 
1632043805.407103, 625.21344, 
1632043805.5090501, 624.1075199999999, 
1632043805.6110084, 625.21344, 
1632043805.7129645, 624.47616, 
1632043805.814923, 624.47616, 
1632043805.9169188, 625.9507199999999, 
1632043806.0188859, 626.31936, 
1632043806.1207907,626688, 
1632043806.2227368, 627.79392, 
1632043806.324686, 627.79392, 
1632043806.426688, 629.2684800000001, 
1632043806.5286539, 628.8998399999999, 
1632043806.6306083, 628.5312, 
