apparent,
1828.4543999999999, 
1828.4543999999999, 
1822.9248, 
1822.5561599999999, 
1822.5561599999999, 
1822.9248, 
1825.8739199999998, 
1839.5135999999998, 
1843.9372799999996, 
1840.6195199999997, 
1844.3059199999998, 
1839.88224, 
1844.3059199999998, 
1839.1449599999999, 
1845.0432, 
1839.88224, 
1844.3059199999998, 
1839.5135999999998, 
1843.9372799999996, 
1839.5135999999998, 
1843.56864, 
1839.1449599999999, 
1843.2, 
1838.77632, 
1842.09408, 
1837.6704, 
1841.3568, 
1837.3017600000003, 
1820.3443199999997, 
1347.74784, 
761.2416, 
406.60992, 
213.8112, 
112.06656, 
58.61376, 
30.597119999999997, 
16.22016, 
8.84736, 
4.42368, 
2.5804799999999997, 
1.4745599999999999, 
1.10592, 
0.36863999999999997, 
0.7372799999999999, 
0.7372799999999999, 
1.10592, 
0.0, 
0.0, 
0.0, 
0.0, 
