apparent,
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.0, 
0.36863999999999997, 
1.8431999999999997, 
1.10592, 
0.7372799999999999, 
1.10592, 
0.7372799999999999, 
0.36863999999999997, 
0.7372799999999999, 
0.36863999999999997, 
9.584639999999998, 
933.02784, 
1591.41888, 
1775.37024, 
1821.8188799999998, 
1840.6195199999997, 
1840.9881599999999, 
1846.8863999999999, 
1843.2, 
1847.99232, 
1843.56864, 
1847.62368, 
1842.8313600000001, 
1847.25504, 
1842.46272, 
1846.51776, 
1841.3568, 
1843.56864, 
1846.14912, 
1843.2, 
1846.8863999999999, 
1842.8313600000001, 
1847.25504, 
1842.8313600000001, 
1847.62368, 
1842.09408, 
1846.14912, 
1842.46272, 
1846.14912, 
1842.8313600000001, 
1847.62368, 
1843.2, 
1846.51776, 
1840.9881599999999, 
