time; Fan; Charger; Hair dryer; Lamp; Toaster; Vacuum; Water kettle; 
1636630442.4283106; 0; 0; 0; 0; 0; 1; 0; 
1636630443.4556186; 0; 0; 0; 0; 0; 1; 0; 
1636630444.4860983; 0; 0; 0; 0; 0; 1; 0; 
1636630445.5178175; 0; 0; 0; 0; 0; 1; 0; 
1636630446.5449762; 0; 0; 0; 0; 0; 1; 0; 
1636630447.5734313; 0; 0; 0; 0; 0; 1; 0; 
1636630448.6092992; 0; 0; 0; 0; 0; 1; 0; 
1636630449.6427102; 0; 0; 0; 0; 0; 1; 0; 
1636630450.6732385; 0; 0; 0; 0; 0; 1; 0; 
1636630451.701911; 0; 0; 0; 0; 0; 1; 0; 
1636630452.7316043; 0; 0; 0; 0; 0; 1; 0; 
1636630453.7593637; 0; 0; 0; 0; 0; 1; 0; 
1636630454.7892172; 0; 0; 0; 0; 0; 1; 0; 
1636630455.8179653; 0; 0; 0; 0; 0; 1; 0; 
1636630456.8506312; 0; 0; 0; 0; 0; 1; 0; 
1636630457.8825777; 0; 0; 0; 0; 0; 1; 0; 
1636630458.9117928; 0; 0; 0; 0; 0; 1; 0; 
1636630459.9416194; 0; 0; 0; 0; 0; 1; 0; 
1636630460.9751823; 0; 0; 0; 0; 0; 1; 0; 
1636630462.0031903; 0; 0; 0; 0; 0; 0; 0; 
1636630463.0324628; 0; 0; 0; 0; 0; 0; 0; 
1636630464.062265; 0; 0; 0; 0; 0; 0; 0; 
1636630465.0899878; 0; 0; 0; 0; 0; 0; 0; 
1636630466.1198184; 0; 0; 0; 0; 0; 0; 0; 
1636630467.1502912; 0; 0; 0; 0; 0; 0; 0; 
1636630468.183646; 0; 0; 0; 0; 0; 0; 0; 
1636630469.2159085; 0; 0; 0; 0; 0; 0; 0; 
1636630470.2468815; 0; 0; 0; 0; 0; 0; 0; 
1636630471.2746954; 0; 0; 0; 0; 0; 0; 0; 
1636630472.3048387; 0; 0; 0; 0; 0; 0; 0; 
1636630473.3334265; 0; 0; 0; 0; 0; 0; 0; 
1636630474.3617601; 0; 0; 0; 0; 0; 0; 1; 
1636630475.3917704; 0; 0; 0; 0; 0; 0; 1; 
1636630476.4218044; 0; 0; 0; 0; 0; 0; 1; 
1636630477.4516137; 0; 0; 0; 0; 0; 0; 1; 
1636630478.4817574; 0; 0; 0; 0; 0; 0; 1; 
1636630479.5096612; 0; 0; 0; 0; 0; 0; 1; 
1636630480.5423586; 0; 0; 0; 0; 0; 0; 1; 
1636630481.5734167; 0; 0; 0; 0; 0; 0; 1; 
1636630482.60653; 0; 0; 0; 0; 0; 0; 1; 
1636630483.6394928; 0; 0; 0; 0; 0; 0; 1; 
1636630484.672021; 0; 0; 0; 0; 0; 0; 1; 
1636630485.7012935; 0; 0; 0; 0; 0; 0; 1; 
1636630486.729766; 0; 0; 0; 0; 0; 0; 0; 
1636630487.7606065; 0; 0; 0; 0; 0; 0; 0; 
1636630488.7883422; 0; 0; 0; 0; 0; 0; 0; 
1636630489.8142655; 0; 0; 0; 0; 0; 0; 0; 
1636630490.8400466; 0; 0; 0; 0; 0; 0; 0; 
1636630491.8715; 0; 0; 0; 0; 0; 0; 0; 
1636630492.9011729; 0; 0; 0; 0; 0; 0; 0; 
1636630493.9299927; 0; 0; 0; 0; 0; 0; 0; 
1636630494.960956; 0; 0; 0; 0; 0; 0; 0; 
1636630495.9901361; 0; 0; 0; 0; 0; 0; 0; 
1636630497.0179918; 0; 0; 0; 0; 0; 0; 0; 
1636630498.0474606; 0; 0; 0; 0; 0; 0; 0; 
1636630499.0767243; 0; 0; 0; 0; 0; 0; 0; 
1636630500.1067626; 0; 0; 0; 0; 0; 0; 1; 
1636630501.135406; 0; 0; 0; 0; 0; 0; 1; 
1636630502.1657724; 0; 0; 0; 0; 0; 0; 1; 
1636630503.1947033; 0; 0; 0; 0; 0; 0; 1; 
1636630504.2241733; 0; 0; 0; 0; 0; 0; 1; 
1636630505.2533796; 0; 0; 0; 0; 0; 0; 1; 
1636630506.284317; 0; 0; 0; 0; 0; 0; 1; 
1636630507.3102171; 0; 0; 0; 0; 0; 0; 1; 
1636630508.3407106; 0; 0; 0; 0; 0; 0; 1; 
1636630509.3687253; 0; 0; 0; 0; 0; 0; 1; 
1636630510.3990166; 0; 0; 0; 0; 0; 0; 0; 
1636630511.4301927; 0; 0; 0; 0; 0; 0; 0; 
1636630512.4575813; 0; 0; 0; 0; 0; 0; 0; 
1636630513.485544; 0; 0; 0; 0; 0; 0; 0; 
1636630514.5169432; 0; 0; 0; 0; 0; 0; 0; 
1636630515.5447893; 0; 0; 0; 0; 0; 0; 0; 
1636630516.572188; 0; 0; 0; 0; 0; 0; 0; 
1636630517.6015894; 0; 0; 0; 0; 0; 0; 0; 
1636630518.630435; 0; 0; 0; 0; 0; 0; 0; 
1636630519.6601496; 0; 0; 0; 0; 0; 1; 0; 
1636630520.686226; 0; 0; 0; 0; 0; 1; 0; 
1636630521.7153823; 0; 0; 0; 0; 0; 1; 0; 
1636630522.7456977; 0; 0; 0; 0; 0; 1; 0; 
1636630523.773184; 0; 0; 0; 0; 0; 1; 0; 
1636630524.8045218; 0; 0; 0; 0; 0; 1; 0; 
1636630525.8342128; 0; 0; 0; 0; 0; 1; 0; 
1636630526.8644297; 0; 0; 0; 0; 0; 1; 0; 
1636630527.8969908; 0; 0; 0; 0; 0; 1; 0; 
1636630528.9306855; 0; 0; 0; 0; 0; 0; 0; 
1636630529.9601421; 0; 0; 0; 0; 0; 0; 0; 
1636630530.9865348; 0; 0; 0; 0; 0; 0; 0; 
1636630532.0148726; 0; 0; 0; 0; 0; 0; 0; 
1636630533.043875; 0; 0; 0; 0; 0; 0; 0; 
1636630534.073193; 0; 0; 0; 0; 0; 0; 0; 
1636630535.102483; 0; 0; 0; 0; 0; 0; 0; 
1636630536.1315615; 0; 0; 0; 0; 0; 0; 0; 
1636630537.161472; 0; 0; 0; 0; 0; 0; 0; 
1636630538.1942968; 1; 0; 0; 0; 0; 0; 0; 
1636630539.2217846; 1; 0; 0; 0; 0; 0; 0; 
1636630540.2495074; 1; 0; 0; 0; 0; 0; 0; 
1636630541.2773228; 1; 0; 0; 0; 0; 0; 0; 
1636630542.307609; 1; 0; 0; 0; 0; 0; 0; 
1636630543.3330257; 1; 0; 0; 0; 0; 0; 0; 
1636630544.3485453; 1; 0; 0; 0; 0; 0; 0; 
1636630545.3690934; 1; 0; 0; 0; 0; 0; 0; 
1636630546.3918204; 1; 0; 0; 0; 0; 0; 0; 
1636630547.4184387; 1; 0; 0; 0; 0; 0; 0; 
1636630548.4469576; 1; 0; 0; 0; 0; 0; 0; 
1636630549.4731417; 1; 0; 0; 0; 0; 0; 0; 
1636630550.4990768; 1; 0; 0; 0; 0; 0; 0; 
1636630551.5252144; 1; 0; 0; 0; 0; 0; 0; 
1636630552.552415; 1; 0; 0; 0; 0; 0; 0; 
1636630553.5819213; 0; 0; 0; 0; 0; 0; 0; 
1636630554.611435; 0; 0; 0; 0; 0; 0; 0; 
1636630555.6415808; 0; 0; 0; 0; 0; 0; 0; 
1636630556.6711826; 0; 0; 0; 0; 0; 0; 0; 
1636630557.7018757; 0; 0; 0; 0; 0; 0; 0; 
1636630558.7382812; 0; 0; 0; 0; 0; 0; 0; 
1636630559.7706347; 0; 0; 0; 0; 0; 0; 0; 
1636630560.8054943; 0; 0; 0; 0; 0; 0; 0; 
1636630561.8357897; 0; 0; 0; 0; 0; 0; 0; 
1636630562.864036; 0; 0; 0; 0; 0; 0; 0; 
1636630563.8941; 0; 0; 0; 0; 0; 0; 0; 
1636630564.92249; 0; 0; 0; 0; 0; 0; 0; 
1636630565.9552672; 0; 0; 0; 0; 0; 0; 0; 
1636630566.982567; 0; 0; 0; 0; 0; 0; 0; 
1636630568.009241; 0; 0; 0; 0; 0; 0; 0; 
1636630569.036828; 0; 0; 0; 0; 0; 0; 0; 
1636630570.0665116; 0; 0; 0; 0; 0; 0; 0; 
1636630571.0941257; 0; 0; 0; 0; 0; 0; 0; 
1636630572.1221137; 0; 0; 0; 0; 0; 0; 0; 
1636630573.1496432; 0; 0; 0; 0; 0; 0; 0; 
1636630574.1809328; 0; 0; 0; 0; 0; 0; 0; 
1636630575.2115564; 0; 0; 1; 0; 0; 0; 0; 
1636630576.2410183; 0; 0; 1; 0; 0; 0; 0; 
1636630577.2705715; 0; 0; 1; 0; 0; 0; 0; 
1636630578.2985127; 0; 0; 1; 0; 0; 0; 0; 
1636630579.3281507; 0; 0; 1; 0; 0; 0; 0; 
1636630580.3633764; 0; 0; 1; 0; 0; 0; 0; 
1636630581.3931875; 0; 0; 1; 0; 0; 0; 0; 
1636630582.422427; 0; 0; 1; 0; 0; 0; 0; 
1636630583.4522173; 0; 0; 1; 0; 0; 0; 0; 
1636630584.4854279; 0; 0; 1; 0; 0; 0; 0; 
1636630585.512988; 0; 0; 1; 0; 0; 0; 0; 
1636630586.542781; 0; 0; 0; 0; 0; 0; 0; 
1636630587.569596; 0; 0; 0; 0; 0; 0; 0; 
1636630588.6001668; 0; 0; 0; 0; 0; 0; 0; 
1636630589.6325686; 0; 0; 0; 0; 0; 0; 0; 
1636630590.6599674; 0; 0; 0; 0; 0; 0; 0; 
1636630591.686015; 0; 0; 0; 0; 0; 0; 0; 
1636630592.7128003; 0; 0; 0; 0; 0; 0; 0; 
1636630593.7460892; 0; 0; 0; 0; 0; 0; 0; 
1636630594.776459; 0; 0; 0; 0; 0; 0; 0; 
1636630595.8056817; 0; 0; 0; 0; 0; 0; 0; 
1636630596.8387558; 0; 0; 0; 0; 0; 0; 0; 
1636630597.8691142; 0; 0; 1; 0; 0; 0; 0; 
1636630598.904371; 0; 0; 1; 0; 0; 0; 0; 
1636630599.932378; 0; 0; 1; 0; 0; 0; 0; 
1636630600.9597025; 0; 0; 1; 0; 0; 0; 0; 
1636630601.9870405; 0; 0; 1; 0; 0; 0; 0; 
1636630603.0127523; 0; 0; 1; 0; 0; 0; 0; 
1636630604.0436091; 0; 0; 1; 0; 0; 0; 0; 
1636630605.0731604; 0; 0; 1; 0; 0; 0; 0; 
1636630606.1030872; 0; 0; 1; 0; 0; 0; 0; 
1636630607.1313052; 0; 0; 1; 0; 0; 0; 0; 
1636630608.160594; 0; 0; 1; 0; 0; 0; 0; 
1636630609.1911678; 0; 0; 1; 0; 0; 0; 0; 
1636630610.2237191; 0; 0; 1; 0; 0; 0; 0; 
1636630611.2518697; 0; 0; 0; 0; 0; 0; 0; 
1636630612.2818477; 0; 0; 0; 0; 0; 0; 0; 
1636630613.309452; 0; 0; 0; 0; 0; 0; 0; 
1636630614.3368728; 0; 0; 0; 0; 0; 0; 0; 
1636630615.3669314; 0; 0; 0; 0; 0; 0; 0; 
1636630616.3968651; 0; 0; 0; 0; 0; 0; 0; 
1636630617.422757; 0; 0; 0; 0; 0; 0; 0; 
1636630618.452534; 0; 0; 0; 0; 0; 0; 0; 
1636630619.479609; 0; 0; 0; 0; 0; 0; 0; 
1636630620.5093088; 1; 0; 0; 0; 0; 0; 0; 
1636630621.5368917; 1; 0; 0; 0; 0; 0; 0; 
1636630622.5640528; 1; 0; 0; 0; 0; 0; 0; 
1636630623.5907753; 1; 0; 0; 0; 0; 0; 0; 
1636630624.6186597; 1; 0; 0; 0; 0; 0; 0; 
1636630625.6483786; 1; 0; 0; 0; 0; 0; 0; 
1636630626.6746132; 1; 0; 0; 0; 0; 0; 0; 
1636630627.7025826; 1; 0; 0; 0; 0; 0; 0; 
1636630628.7299573; 1; 0; 0; 0; 0; 0; 0; 
1636630629.7577581; 1; 0; 0; 0; 0; 0; 0; 
1636630630.7857969; 1; 0; 0; 0; 0; 0; 0; 
1636630631.811854; 0; 0; 0; 0; 0; 0; 0; 
1636630632.8408964; 0; 0; 0; 0; 0; 0; 0; 
1636630633.8708727; 0; 0; 0; 0; 0; 0; 0; 
1636630634.900492; 0; 0; 0; 0; 0; 0; 0; 
1636630635.9303217; 0; 0; 0; 0; 0; 0; 0; 
1636630636.960395; 0; 0; 0; 0; 0; 0; 0; 
1636630637.990271; 0; 0; 0; 0; 0; 0; 0; 
1636630639.020337; 0; 0; 0; 0; 0; 0; 0; 
1636630640.0482724; 0; 0; 0; 0; 0; 0; 0; 
1636630641.0783174; 0; 0; 0; 0; 0; 0; 0; 
1636630642.108327; 0; 0; 0; 0; 0; 0; 0; 
1636630643.138697; 0; 0; 1; 0; 0; 0; 0; 
1636630644.1664956; 0; 0; 1; 0; 0; 0; 0; 
1636630645.1972792; 0; 0; 1; 0; 0; 0; 0; 
1636630646.2238333; 0; 0; 1; 0; 0; 0; 0; 
1636630647.2510579; 0; 0; 1; 0; 0; 0; 0; 
1636630648.2777503; 0; 0; 1; 0; 0; 0; 0; 
1636630649.3075218; 0; 0; 1; 0; 0; 0; 0; 
1636630650.33535; 0; 0; 1; 0; 0; 0; 0; 
1636630651.365597; 0; 0; 1; 0; 0; 0; 0; 
1636630652.3979294; 0; 0; 0; 0; 0; 0; 0; 
1636630653.4299383; 0; 0; 0; 0; 0; 0; 0; 
1636630654.462321; 0; 0; 0; 0; 0; 0; 0; 
1636630655.494871; 0; 0; 0; 0; 0; 0; 0; 
1636630656.5255876; 0; 0; 0; 0; 0; 0; 0; 
1636630657.5559068; 0; 0; 0; 0; 0; 0; 0; 
1636630658.5845065; 0; 0; 0; 0; 0; 0; 0; 
1636630659.6130927; 0; 0; 0; 0; 0; 0; 0; 
1636630660.6478148; 0; 0; 0; 0; 0; 0; 0; 
1636630661.6808777; 0; 0; 0; 0; 0; 0; 0; 
1636630662.7119172; 0; 0; 0; 0; 0; 0; 0; 
1636630663.7435021; 0; 0; 0; 0; 0; 0; 0; 
1636630664.7828338; 0; 0; 0; 0; 0; 0; 0; 
1636630665.811809; 0; 0; 0; 0; 0; 0; 0; 
1636630666.843506; 0; 0; 0; 0; 0; 0; 0; 
1636630667.8712769; 0; 0; 0; 0; 0; 0; 0; 
1636630668.9053483; 0; 0; 0; 0; 0; 0; 0; 
1636630669.9339714; 0; 0; 0; 0; 0; 0; 0; 
1636630670.9631693; 0; 0; 0; 0; 0; 0; 0; 
1636630671.991982; 0; 0; 0; 0; 0; 0; 0; 
1636630673.0229747; 0; 0; 0; 1; 0; 0; 0; 
1636630674.05024; 0; 0; 0; 1; 0; 0; 0; 
1636630675.0795074; 0; 0; 0; 1; 0; 0; 0; 
1636630676.1082234; 0; 0; 0; 1; 0; 0; 0; 
1636630677.1419191; 0; 0; 0; 1; 0; 0; 0; 
1636630678.1718686; 0; 0; 0; 1; 0; 0; 0; 
1636630679.200914; 0; 0; 0; 1; 0; 0; 0; 
1636630680.233045; 0; 0; 0; 1; 0; 0; 0; 
1636630681.2634585; 0; 0; 0; 1; 0; 0; 0; 
1636630682.2928014; 0; 0; 0; 1; 0; 0; 0; 
1636630683.3217394; 0; 0; 0; 0; 0; 0; 0; 
1636630684.3501146; 0; 0; 0; 0; 0; 0; 0; 
1636630685.3827178; 0; 0; 0; 0; 0; 0; 0; 
1636630686.413022; 0; 0; 0; 0; 0; 0; 0; 
1636630687.4441137; 0; 0; 0; 0; 0; 0; 0; 
1636630688.4716675; 0; 0; 0; 0; 0; 0; 0; 
1636630689.4986415; 0; 0; 0; 0; 0; 0; 0; 
1636630690.52921; 0; 0; 0; 0; 0; 0; 0; 
1636630691.5617275; 0; 0; 0; 0; 0; 0; 0; 
1636630692.5934412; 0; 0; 0; 0; 0; 0; 0; 
1636630693.6272116; 0; 0; 0; 0; 0; 0; 0; 
1636630694.6603284; 0; 0; 0; 1; 0; 0; 0; 
1636630695.691294; 0; 0; 0; 1; 0; 0; 0; 
1636630696.721897; 0; 0; 0; 1; 0; 0; 0; 
1636630697.7599223; 0; 0; 0; 1; 0; 0; 0; 
1636630698.7943707; 0; 0; 0; 1; 0; 0; 0; 
1636630699.8283706; 0; 0; 0; 1; 0; 0; 0; 
1636630700.8626637; 0; 0; 0; 1; 0; 0; 0; 
1636630701.8975062; 0; 0; 0; 1; 0; 0; 0; 
1636630702.9280171; 0; 0; 0; 1; 0; 0; 0; 
1636630703.958768; 0; 0; 0; 0; 0; 0; 0; 
1636630704.9913163; 0; 0; 0; 0; 0; 0; 0; 
1636630706.025406; 0; 0; 0; 0; 0; 0; 0; 
1636630707.0566044; 0; 0; 0; 0; 0; 0; 0; 
1636630708.0883574; 0; 0; 0; 0; 0; 0; 0; 
1636630709.1190472; 0; 0; 0; 0; 0; 0; 0; 
1636630710.1521244; 0; 0; 0; 0; 0; 0; 0; 
1636630711.1829164; 0; 0; 0; 0; 0; 0; 0; 
1636630712.2087944; 0; 0; 0; 0; 0; 0; 0; 
1636630713.2409732; 0; 0; 0; 0; 0; 0; 0; 
1636630714.2742727; 1; 0; 0; 0; 0; 0; 0; 
1636630715.3106103; 1; 0; 0; 0; 0; 0; 0; 
1636630716.3444357; 1; 0; 0; 0; 0; 0; 0; 
1636630717.3777795; 1; 0; 0; 0; 0; 0; 0; 
1636630718.410572; 1; 0; 0; 0; 0; 0; 0; 
1636630719.4402008; 1; 0; 0; 0; 0; 0; 0; 
1636630720.469385; 1; 0; 0; 0; 0; 0; 0; 
1636630721.4958131; 1; 0; 0; 0; 0; 0; 0; 
1636630722.521853; 1; 0; 0; 0; 0; 0; 0; 
1636630723.549702; 1; 0; 0; 0; 0; 0; 0; 
1636630724.5789428; 1; 0; 0; 0; 0; 0; 0; 
1636630725.608288; 1; 0; 0; 0; 0; 0; 0; 
1636630726.6359704; 0; 0; 0; 0; 0; 0; 0; 
1636630727.6665742; 0; 0; 0; 0; 0; 0; 0; 
1636630728.696184; 0; 0; 0; 0; 0; 0; 0; 
1636630729.72324; 0; 0; 0; 0; 0; 0; 0; 
1636630730.7531357; 0; 0; 0; 0; 0; 0; 0; 
1636630731.7835383; 0; 0; 0; 0; 0; 0; 0; 
1636630732.8142684; 0; 0; 0; 0; 0; 0; 0; 
1636630733.8421204; 0; 0; 0; 0; 0; 0; 0; 
1636630734.8750136; 0; 0; 0; 0; 0; 0; 0; 
1636630735.9010339; 0; 0; 0; 0; 0; 0; 0; 
1636630736.9288597; 0; 0; 0; 0; 0; 0; 0; 
1636630737.9563854; 0; 0; 0; 0; 0; 0; 0; 
1636630738.9836085; 0; 0; 0; 0; 0; 0; 0; 
1636630740.0097556; 0; 0; 0; 0; 0; 0; 0; 
1636630741.0355203; 0; 0; 0; 0; 0; 0; 0; 
1636630742.0561411; 0; 0; 0; 0; 0; 0; 0; 
1636630743.083392; 0; 0; 0; 0; 0; 0; 0; 
1636630744.1116273; 0; 0; 0; 0; 0; 0; 0; 
1636630745.169007; 0; 0; 0; 0; 0; 0; 0; 
1636630746.2001524; 0; 0; 0; 0; 0; 0; 0; 
1636630747.2302568; 0; 0; 1; 0; 0; 0; 0; 
1636630748.2634418; 0; 0; 1; 0; 0; 0; 0; 
1636630749.294768; 0; 0; 1; 0; 0; 0; 0; 
1636630750.3255036; 0; 0; 1; 0; 0; 0; 0; 
1636630751.353783; 0; 0; 1; 0; 0; 0; 0; 
1636630752.38697; 0; 0; 1; 0; 0; 0; 0; 
1636630753.4147172; 0; 0; 1; 0; 0; 0; 0; 
1636630754.4444067; 0; 0; 1; 0; 0; 0; 0; 
1636630755.4720697; 0; 0; 1; 0; 0; 0; 0; 
1636630756.4999678; 0; 0; 1; 0; 0; 0; 0; 
1636630757.5316553; 0; 0; 1; 0; 0; 0; 0; 
1636630758.5594203; 0; 0; 1; 0; 0; 0; 0; 
1636630759.5891595; 0; 0; 0; 0; 0; 0; 0; 
1636630760.6149397; 0; 0; 0; 0; 0; 0; 0; 
1636630761.642679; 0; 0; 0; 0; 0; 0; 0; 
1636630762.6725445; 0; 0; 0; 0; 0; 0; 0; 
1636630763.6998641; 0; 0; 0; 0; 0; 0; 0; 
1636630764.7291298; 0; 0; 0; 0; 0; 0; 0; 
1636630765.7590945; 0; 0; 0; 0; 0; 0; 0; 
1636630766.7889762; 0; 0; 0; 0; 0; 0; 0; 
1636630767.8191087; 0; 0; 0; 0; 0; 0; 0; 
1636630768.84946; 0; 0; 0; 0; 0; 0; 0; 
1636630769.8812048; 0; 0; 0; 0; 0; 0; 0; 
1636630770.9090385; 0; 0; 0; 0; 0; 0; 0; 
1636630771.9364793; 0; 0; 0; 0; 0; 0; 0; 
1636630772.9666836; 0; 0; 0; 0; 0; 0; 0; 
1636630773.9954734; 0; 0; 0; 0; 0; 0; 0; 
1636630775.0260983; 0; 0; 0; 0; 0; 0; 0; 
1636630776.0560148; 0; 0; 0; 1; 0; 0; 0; 
1636630777.08656; 0; 0; 0; 1; 0; 0; 0; 
1636630778.1149538; 0; 0; 0; 1; 0; 0; 0; 
1636630779.1480057; 0; 0; 0; 1; 0; 0; 0; 
1636630780.1778738; 0; 0; 0; 1; 0; 0; 0; 
1636630781.2078688; 0; 0; 0; 1; 0; 0; 0; 
1636630782.2360044; 0; 0; 0; 1; 0; 0; 0; 
1636630783.2652414; 0; 0; 0; 1; 0; 0; 0; 
1636630784.2913826; 0; 0; 0; 0; 0; 0; 0; 
1636630785.3213193; 0; 0; 0; 0; 0; 0; 0; 
1636630786.348936; 0; 0; 0; 0; 0; 0; 0; 
1636630787.37831; 0; 0; 0; 0; 0; 0; 0; 
1636630788.4091382; 0; 0; 0; 0; 0; 0; 0; 
1636630789.4386005; 0; 0; 0; 0; 0; 0; 0; 
1636630790.4643233; 0; 0; 0; 0; 0; 0; 0; 
1636630791.4939666; 0; 0; 0; 0; 0; 0; 0; 
1636630792.5218217; 0; 0; 0; 0; 0; 0; 0; 
1636630793.552193; 0; 0; 0; 0; 0; 0; 0; 
1636630794.5824192; 0; 0; 0; 0; 0; 0; 0; 
1636630795.6122074; 0; 0; 0; 0; 0; 0; 0; 
1636630796.6420107; 0; 0; 0; 0; 0; 0; 0; 
1636630797.671325; 0; 0; 0; 0; 0; 0; 0; 
1636630798.7025394; 0; 0; 0; 0; 0; 0; 0; 
1636630799.735167; 0; 0; 0; 0; 0; 0; 0; 
1636630800.7645369; 0; 0; 0; 0; 0; 0; 0; 
1636630801.7953494; 0; 0; 1; 0; 0; 0; 0; 
1636630802.8249145; 0; 0; 1; 0; 0; 0; 0; 
1636630803.8552668; 0; 0; 1; 0; 0; 0; 0; 
1636630804.884945; 0; 0; 1; 0; 0; 0; 0; 
1636630805.9163494; 0; 0; 1; 0; 0; 0; 0; 
1636630806.9434488; 0; 0; 0; 0; 0; 0; 0; 
1636630807.9716628; 0; 0; 0; 0; 0; 0; 0; 
1636630808.9995916; 0; 0; 0; 0; 0; 0; 0; 
1636630810.0284564; 0; 0; 0; 0; 0; 0; 0; 
1636630811.058383; 0; 0; 0; 0; 0; 0; 0; 
1636630812.0884533; 0; 0; 0; 0; 0; 0; 0; 
1636630813.1182706; 0; 0; 0; 0; 0; 0; 0; 
1636630814.1480246; 0; 0; 0; 0; 0; 0; 0; 
1636630815.1762683; 0; 0; 0; 0; 0; 0; 0; 
1636630816.2044191; 0; 0; 0; 0; 0; 0; 0; 
1636630817.23647; 0; 0; 0; 0; 0; 0; 0; 
1636630818.2673454; 0; 0; 0; 0; 0; 1; 0; 
1636630819.298118; 0; 0; 0; 0; 0; 1; 0; 
1636630820.3299668; 0; 0; 0; 0; 0; 1; 0; 
1636630821.3606594; 0; 0; 0; 0; 0; 1; 0; 
1636630822.3873403; 0; 0; 0; 0; 0; 1; 0; 
1636630823.4153228; 0; 0; 0; 0; 0; 1; 0; 
1636630824.4438682; 0; 0; 0; 0; 0; 1; 0; 
1636630825.4708254; 0; 0; 0; 0; 0; 1; 0; 
1636630826.497997; 0; 0; 0; 0; 0; 1; 0; 
1636630827.5277724; 0; 0; 0; 0; 0; 1; 0; 
1636630828.557378; 0; 0; 0; 0; 0; 1; 0; 
1636630829.5855124; 0; 0; 0; 0; 0; 1; 0; 
1636630830.613299; 0; 0; 0; 0; 0; 0; 0; 
1636630831.6399803; 0; 0; 0; 0; 0; 0; 0; 
1636630832.6711073; 0; 0; 0; 0; 0; 0; 0; 
1636630833.6979148; 0; 0; 0; 0; 0; 0; 0; 
1636630834.728039; 0; 0; 0; 0; 0; 0; 0; 
1636630835.7582777; 0; 0; 0; 0; 0; 0; 0; 
1636630836.7878335; 0; 0; 0; 0; 0; 0; 0; 
1636630837.8179338; 0; 0; 0; 0; 0; 0; 0; 
1636630838.8473718; 0; 0; 0; 0; 0; 0; 0; 
1636630839.8743594; 0; 0; 0; 0; 0; 0; 0; 
1636630840.9015753; 0; 0; 0; 0; 0; 0; 0; 
1636630841.9317718; 0; 0; 0; 0; 0; 0; 0; 
1636630842.9604418; 0; 0; 0; 0; 0; 0; 0; 
1636630843.990475; 0; 0; 0; 0; 0; 0; 0; 
1636630845.0192127; 0; 0; 0; 1; 0; 0; 0; 
1636630846.049522; 0; 0; 0; 1; 0; 0; 0; 
1636630847.0808647; 0; 0; 0; 1; 0; 0; 0; 
1636630848.110804; 0; 0; 0; 1; 0; 0; 0; 
1636630849.141153; 0; 0; 0; 1; 0; 0; 0; 
1636630850.169298; 0; 0; 0; 1; 0; 0; 0; 
1636630851.1952415; 0; 0; 0; 1; 0; 0; 0; 
1636630852.222645; 0; 0; 0; 1; 0; 0; 0; 
1636630853.2501333; 0; 0; 0; 1; 0; 0; 0; 
1636630854.2780888; 0; 0; 0; 1; 0; 0; 0; 
1636630855.3061967; 0; 0; 0; 0; 0; 0; 0; 
1636630856.3322957; 0; 0; 0; 0; 0; 0; 0; 
1636630857.3603117; 0; 0; 0; 0; 0; 0; 0; 
