time; apparent
1636804896.6915712; 820.59264; 
1636804896.7934759; 820.224; 
1636804896.8954735; 820.96128; 
1636804897.0063195; 820.224; 
1636804897.108248; 819.48672; 
1636804897.210177; 820.224; 
1636804897.312168; 821.32992; 
1636804897.4141836; 821.32992; 
1636804897.5161417; 820.59264; 
1636804897.6181128; 820.59264; 
1636804897.7200718; 820.59264; 
1636804897.8220677; 820.96128; 
1636804897.9239964; 820.224; 
1636804898.0351572; 822.0672; 
1636804898.1371138; 820.96128; 
1636804898.2390754; 820.96128; 
1636804898.3410335; 820.224; 
1636804898.4429953; 820.59264; 
1636804898.5449762; 820.96128; 
1636804898.647004; 821.69856; 
1636804898.748958; 822.0672; 
1636804898.8509605; 821.32992; 
1636804898.95293; 821.32992; 
1636804899.0636995; 822.8044799999999; 
1636804899.165621; 821.69856; 
1636804899.2675443; 820.59264; 
1636804899.3695154; 820.59264; 
1636804899.471456; 820.224; 
1636804899.573396; 819.8553599999999; 
1636804899.6753414; 820.224; 
1636804899.777274; 819.8553599999999; 
1636804899.8793774; 822.0672; 
1636804899.9813063; 820.224; 
1636804900.0918958; 821.32992; 
1636804900.1938164; 820.59264; 
1636804900.2958627; 822.0672; 
1636804900.3978453; 820.59264; 
1636804900.4997404; 820.59264; 
1636804900.6016467; 820.224; 
1636804900.7035587; 819.48672; 
1636804900.8054614; 818.3808; 
1636804900.9073708; 818.0121599999999; 
1636804901.009344; 818.7494399999999; 
1636804901.1200707; 819.1180800000001; 
1636804901.2219813; 818.7494399999999; 
1636804901.3238842; 819.1180800000001; 
1636804901.425799; 818.7494399999999; 
1636804901.5277128; 819.48672; 
1636804901.6298728; 821.69856; 
1636804901.7318003; 819.48672; 
1636804901.8337452; 818.7494399999999; 
1636804901.9356716; 818.3808; 
1636804902.0376005; 817.64352; 
1636804902.1484828; 817.2748799999999; 
1636804902.2500308; 815.06304; 
1636804902.3519762; 818.3808; 
1636804902.4539278; 819.1180800000001; 
1636804902.5558805; 819.48672; 
1636804902.6577923; 819.1180800000001; 
1636804902.7597117; 819.8553599999999; 
1636804902.8617096; 820.59264; 
1636804902.9636931; 819.8553599999999; 
1636804903.0656347; 819.8553599999999; 
1636804903.1759307; 820.59264; 
1636804903.2778785; 820.224; 
1636804903.379884; 820.224; 
1636804903.4817996; 819.48672; 
1636804903.5837388; 819.48672; 
1636804903.6856918; 819.48672; 
1636804903.7876413; 819.1180800000001; 
1636804903.8896298; 819.1180800000001; 
1636804903.991568; 818.7494399999999; 
1636804904.0935144; 818.3808; 
1636804904.2042234; 819.1180800000001; 
1636804904.3061519; 819.1180800000001; 
1636804904.408073; 812.11392; 
1636804904.5102072; 795.52512; 
1636804904.6121826; 787.0464; 
1636804904.7141564; 784.09728; 
1636804904.8160677; 783.3600000000001; 
1636804904.9179978; 783.3600000000001; 
1636804905.0199242; 783.7286399999999; 
1636804905.126188; 816.9062399999999; 
1636804905.2370887; 784.83456; 
1636804905.3386302; 782.2540799999999; 
1636804905.440601; 785.2031999999999; 
1636804905.5425477; 784.83456; 
1636804905.6444662; 784.4659199999999; 
1636804905.7464888; 784.4659199999999; 
1636804905.8484313; 783.3600000000001; 
1636804905.9504142; 782.6227200000001; 
1636804906.0523736; 782.6227200000001; 
1636804906.154335; 781.88544; 
1636804906.265123; 781.5168; 
1636804906.366688; 780.04224; 
1636804906.4690948; 784.4659199999999; 
1636804906.5710852; 781.5168; 
1636804906.6730294; 781.14816; 
1636804906.7749484; 780.7795199999999; 
1636804906.8768682; 781.14816; 
1636804906.9789062; 782.2540799999999; 
1636804907.080865; 781.14816; 
1636804907.1828084; 781.88544; 
1636804907.2934785; 781.88544; 
1636804907.3954673; 780.7795199999999; 
1636804907.4974387; 781.5168; 
1636804907.5994232; 781.5168; 
1636804907.701351; 781.88544; 
1636804907.8032694; 781.88544; 
1636804907.905187; 781.88544; 
1636804908.0071003; 782.2540799999999; 
1636804908.1090205; 782.99136; 
1636804908.2109869; 782.99136; 
1636804908.3221548; 785.5718400000001; 
1636804908.4240558; 782.99136; 
1636804908.5259535; 782.99136; 
1636804908.6278908; 782.99136; 
1636804908.7299185; 783.7286399999999; 
1636804908.831872; 782.99136; 
1636804908.9338353; 782.99136; 
1636804909.0357847; 782.99136; 
1636804909.1377058; 782.99136; 
1636804909.2396786; 783.3600000000001; 
1636804909.350462; 783.7286399999999; 
1636804909.4523637; 782.99136; 
1636804909.5542634; 782.6227200000001; 
1636804909.656163; 782.6227200000001; 
1636804909.7580671; 782.6227200000001; 
1636804909.8599718; 782.2540799999999; 
1636804909.9619408; 782.99136; 
1636804910.0638974; 782.2540799999999; 
1636804910.1657946; 781.88544; 
1636804910.2676926; 781.5168; 
1636804910.379572; 786.6777599999998; 
1636804910.4817505; 784.09728; 
1636804910.5839818; 784.83456; 
1636804910.686201; 785.2031999999999; 
1636804910.788417; 784.83456; 
1636804910.8903463; 782.6227200000001; 
1636804910.9922674; 782.2540799999999; 
1636804911.0941975; 781.88544; 
1636804911.1962445; 782.99136; 
1636804911.2981637; 781.5168; 
1636804911.4085517; 781.88544; 
1636804911.510496; 781.88544; 
1636804911.6125057; 782.6227200000001; 
1636804911.714427; 781.5168; 
1636804911.8163702; 781.88544; 
1636804911.9182887; 781.88544; 
1636804912.0202315; 781.88544; 
1636804912.1221707; 782.6227200000001; 
1636804912.2241037; 782.2540799999999; 
1636804912.3260365; 782.99136; 
1636804912.437002; 784.83456; 
1636804912.5389128; 783.3600000000001; 
1636804912.6408346; 783.3600000000001; 
1636804912.7427504; 783.7286399999999; 
1636804912.8447294; 784.4659199999999; 
1636804912.9467177; 784.4659199999999; 
1636804913.0486765; 784.09728; 
1636804913.150644; 784.09728; 
1636804913.2526157; 784.09728; 
1636804913.354566; 783.7286399999999; 
1636804913.465426; 784.4659199999999; 
1636804913.5673838; 784.4659199999999; 
1636804913.6694481; 779.30496; 
1636804913.7713902; 597.93408; 
1636804913.8733346; 363.1104; 
1636804913.975276; 234.0864; 
1636804914.0771945; 180.26495999999997; 
1636804914.179302; 162.20159999999998; 
1636804914.2812014; 156.30336; 
1636804914.3831627; 155.19744; 
1636804914.493487; 154.46015999999997; 
1636804914.5951004; 154.09151999999997; 
1636804914.6974885; 154.8288; 
1636804914.799481; 154.8288; 
1636804914.9014268; 154.09151999999997; 
1636804915.0033581; 154.46015999999997; 
1636804915.1053102; 154.8288; 
1636804915.2072842; 154.46015999999997; 
1636804915.309341; 154.46015999999997; 
1636804915.4109; 154.09151999999997; 
1636804915.5215807; 154.09151999999997; 
1636804915.6231139; 153.72287999999998; 
1636804915.7250617; 154.46015999999997; 
1636804915.8270152; 154.46015999999997; 
1636804915.9290907; 154.8288; 
1636804916.0310113; 154.46015999999997; 
1636804916.1329482; 154.46015999999997; 
1636804916.2348993; 154.09151999999997; 
1636804916.3368442; 154.46015999999997; 
1636804916.4387956; 154.09151999999997; 
1636804916.5498002; 154.8288; 
1636804916.6516972; 154.09151999999997; 
1636804916.7535944; 154.8288; 
1636804916.8555014; 154.09151999999997; 
1636804916.9574037; 154.09151999999997; 
1636804917.0593567; 154.09151999999997; 
1636804917.1614008; 154.46015999999997; 
1636804917.2633684; 154.46015999999997; 
1636804917.3652892; 154.46015999999997; 
1636804917.467201; 154.46015999999997; 
1636804917.5778062; 154.8288; 
1636804917.6798162; 154.46015999999997; 
1636804917.7817712; 154.8288; 
1636804917.8837242; 154.46015999999997; 
1636804917.985673; 154.8288; 
1636804918.0876074; 154.46015999999997; 
1636804918.189581; 154.46015999999997; 
1636804918.2915018; 154.46015999999997; 
1636804918.3934164; 154.46015999999997; 
1636804918.4954658; 154.46015999999997; 
1636804918.6058385; 154.46015999999997; 
1636804918.7077837; 154.09151999999997; 
1636804918.8097563; 154.8288; 
1636804918.9117737; 154.46015999999997; 
1636804919.0137286; 155.19744; 
1636804919.1156323; 154.46015999999997; 
1636804919.2175467; 154.46015999999997; 
1636804919.3195608; 154.46015999999997; 
1636804919.4215226; 154.09151999999997; 
1636804919.5234923; 154.46015999999997; 
1636804919.6342077; 154.46015999999997; 
1636804919.7361195; 154.8288; 
1636804919.8380134; 154.46015999999997; 
1636804919.939898; 154.09151999999997; 
1636804920.041768; 154.46015999999997; 
1636804920.143642; 154.09151999999997; 
1636804920.2456875; 154.09151999999997; 
1636804920.3475711; 154.46015999999997; 
1636804920.4495144; 154.46015999999997; 
1636804920.5514205; 154.8288; 
1636804920.662786; 155.19744; 
1636804920.7646976; 154.46015999999997; 
1636804920.8666346; 154.46015999999997; 
1636804920.9685621; 154.09151999999997; 
1636804921.0704975; 154.8288; 
1636804921.1724913; 154.8288; 
1636804921.2744436; 154.46015999999997; 
1636804921.3763788; 154.46015999999997; 
1636804921.4784613; 154.46015999999997; 
1636804921.5804336; 154.46015999999997; 
1636804921.6906357; 154.46015999999997; 
1636804921.7921476; 153.72287999999998; 
1636804921.8941393; 154.8288; 
1636804921.9961884; 154.8288; 
1636804922.0981302; 154.46015999999997; 
1636804922.2000873; 154.09151999999997; 
1636804922.30202; 154.46015999999997; 
1636804922.403951; 154.46015999999997; 
1636804922.5058763; 154.09151999999997; 
1636804922.6078324; 154.09151999999997; 
1636804922.7189476; 154.46015999999997; 
1636804922.8209543; 154.46015999999997; 
1636804922.9229112; 154.09151999999997; 
1636804923.0248694; 154.09151999999997; 
1636804923.1268237; 154.46015999999997; 
1636804923.2289107; 154.46015999999997; 
1636804923.330818; 154.09151999999997; 
1636804923.4327598; 154.8288; 
1636804923.534705; 154.46015999999997; 
1636804923.6366298; 154.46015999999997; 
1636804923.7476854; 155.19744; 
1636804923.8497093; 154.46015999999997; 
1636804923.9516647; 154.46015999999997; 
1636804924.0536327; 154.46015999999997; 
1636804924.1556022; 135.29088; 
1636804924.2575593; 81.46943999999999; 
1636804924.3595498; 44.236799999999995; 
1636804924.461622; 23.592959999999998; 
1636804924.563595; 12.16512; 
1636804924.6656494; 6.63552; 
1636804924.7761881; 2.9491199999999997; 
1636804924.8782732; 1.8431999999999997; 
1636804924.9803104; 2.21184; 
1636804925.0822823; 1.10592; 
1636804925.1842477; 0.7372799999999999; 
1636804925.2862082; 0.7372799999999999; 
1636804925.388162; 0.7372799999999999; 
1636804925.490117; 0.0; 
1636804925.59207; 1.10592; 
1636804925.6940975; 1.10592; 
1636804925.8049839; 0.36863999999999997; 
1636804925.9064946; 0.7372799999999999; 
1636804926.00843; 1.4745599999999999; 
1636804926.1103683; 1.10592; 
1636804926.2123873; 1.4745599999999999; 
1636804926.314301; 2.5804799999999997; 
1636804926.4162571; 2.5804799999999997; 
1636804926.5181706; 1.8431999999999997; 
1636804926.620109; 1.4745599999999999; 
1636804926.7220283; 1.4745599999999999; 
1636804926.8329415; 0.7372799999999999; 
1636804926.9348755; 0.36863999999999997; 
1636804927.0367877; 1.4745599999999999; 
1636804927.1387005; 1.4745599999999999; 
1636804927.2406147; 1.10592; 
1636804927.3425086; 1.4745599999999999; 
1636804927.4445064; 0.7372799999999999; 
1636804927.5464745; 0.7372799999999999; 
1636804927.6484048; 0.36863999999999997; 
1636804927.7503405; 0.36863999999999997; 
1636804927.862626; 0.36863999999999997; 
1636804927.9645314; 0.0; 
1636804928.0664797; 0.7372799999999999; 
1636804928.168412; 1.10592; 
1636804928.270338; 0.36863999999999997; 
1636804928.3722942; 1.4745599999999999; 
1636804928.4742386; 1.4745599999999999; 
1636804928.5761776; 1.10592; 
1636804928.6782012; 1.10592; 
1636804928.780148; 1.10592; 
1636804928.8919613; 1.10592; 
1636804928.9939487; 0.7372799999999999; 
1636804929.0959384; 1.4745599999999999; 
1636804929.1978533; 1.10592; 
1636804929.2997723; 0.36863999999999997; 
1636804929.401702; 0.36863999999999997; 
1636804929.5036285; 0.0; 
1636804929.605543; 0.0; 
1636804929.707509; 0.36863999999999997; 
1636804929.8094828; 0.0; 
1636804929.9199128; 0.0; 
1636804930.0214279; 0.36863999999999997; 
1636804930.123353; 0.0; 
1636804930.2252657; 0.0; 
1636804930.3272443; 0.0; 
1636804930.4292874; 0.0; 
1636804930.531202; 0.0; 
1636804930.6331558; 0.0; 
1636804930.7351022; 0.0; 
1636804930.8370154; 0.0; 
1636804930.9477415; 0.0; 
1636804931.0497231; 0.36863999999999997; 
1636804931.1516461; 1.10592; 
1636804931.253557; 1.8431999999999997; 
1636804931.355475; 2.9491199999999997; 
1636804931.457359; 2.21184; 
1636804931.5593085; 1.8431999999999997; 
1636804931.6612964; 1.4745599999999999; 
1636804931.7632346; 1.4745599999999999; 
1636804931.8651814; 1.10592; 
1636804931.9756494; 0.7372799999999999; 
1636804932.0777352; 0.0; 
1636804932.179761; 1.4745599999999999; 
1636804932.2816827; 1.4745599999999999; 
1636804932.3836074; 0.7372799999999999; 
1636804932.485531; 0.7372799999999999; 
1636804932.5874727; 1.10592; 
1636804932.6894329; 1.10592; 
1636804932.7913616; 0.7372799999999999; 
1636804932.8932974; 1.10592; 
1636804933.0039532; 0.7372799999999999; 
1636804933.1058517; 0.36863999999999997; 
1636804933.207748; 1.4745599999999999; 
1636804933.3096886; 1.4745599999999999; 
1636804933.41175; 1.8431999999999997; 
1636804933.5136855; 1.4745599999999999; 
1636804933.6156056; 1.8431999999999997; 
1636804933.7175112; 1.10592; 
1636804933.819474; 1.4745599999999999; 
1636804933.9213936; 2.21184; 
1636804934.0327055; 1.4745599999999999; 
1636804934.1346712; 2.21184; 
1636804934.236623; 2.5804799999999997; 
1636804934.3385477; 2.21184; 
1636804934.440518; 2.21184; 
1636804934.5424469; 2.21184; 
1636804934.6445148; 1.8431999999999997; 
1636804934.7465012; 1.8431999999999997; 
1636804934.8485298; 1.8431999999999997; 
1636804934.9504955; 2.21184; 
1636804935.061335; 1.10592; 
1636804935.1628294; 1.4745599999999999; 
1636804935.2647483; 2.21184; 
1636804935.366671; 2.21184; 
1636804935.468577; 1.8431999999999997; 
1636804935.5704901; 19.169279999999997; 
1636804935.6723795; 32.07168; 
1636804935.7742505; 35.38944; 
1636804935.8761294; 36.49536; 
1636804935.9784548; 36.864; 
1636804936.089567; 37.23264; 
1636804936.191517; 36.864; 
1636804936.2934773; 36.864; 
1636804936.3954985; 36.864; 
1636804936.497385; 36.864; 
1636804936.599434; 36.864; 
1636804936.7013745; 36.864; 
1636804936.8033133; 36.49536; 
1636804936.9052587; 36.864; 
1636804937.007213; 36.864; 
1636804937.11815; 36.864; 
1636804937.2200139; 36.864; 
1636804937.3218973; 36.864; 
1636804937.4237592; 36.864; 
1636804937.5256279; 36.49536; 
1636804937.6276388; 36.49536; 
1636804937.7296135; 36.864; 
1636804937.8314915; 36.49536; 
1636804937.933377; 36.12672; 
1636804938.0352592; 36.49536; 
1636804938.1463695; 36.49536; 
1636804938.24856; 36.12672; 
1636804938.3507724; 36.49536; 
1636804938.45294; 36.49536; 
1636804938.5550895; 36.49536; 
1636804938.6572227; 35.75808; 
1636804938.7591383; 36.864; 
1636804938.8611689; 35.75808; 
1636804938.9631047; 36.12672; 
1636804939.0650249; 35.75808; 
1636804939.1760564; 36.49536; 
1636804939.279022; 36.12672; 
1636804939.3812454; 36.12672; 
1636804939.4834409; 35.75808; 
1636804939.5856133; 36.12672; 
1636804939.6877837; 35.75808; 
1636804939.7900114; 36.12672; 
1636804939.892186; 36.12672; 
1636804939.9945211; 36.12672; 
1636804940.09651; 35.75808; 
1636804940.2073054; 35.38944; 
1636804940.308839; 36.12672; 
1636804940.410913; 35.75808; 
1636804940.5128925; 36.12672; 
1636804940.6148405; 36.12672; 
1636804940.7167995; 35.75808; 
1636804940.8187647; 35.75808; 
1636804940.9207416; 35.38944; 
1636804941.0227036; 35.38944; 
1636804941.12464; 35.75808; 
1636804941.2355232; 35.38944; 
1636804941.3370264; 35.38944; 
1636804941.439157; 35.75808; 
1636804941.5410805; 35.38944; 
1636804941.643002; 35.38944; 
1636804941.7450662; 35.38944; 
1636804941.84698; 35.38944; 
1636804941.9488938; 35.75808; 
1636804942.050866; 35.38944; 
1636804942.1527808; 35.75808; 
1636804942.263527; 35.38944; 
1636804942.3654752; 35.38944; 
1636804942.4674268; 35.38944; 
1636804942.569423; 35.75808; 
1636804942.6713889; 35.38944; 
1636804942.7732995; 35.75808; 
1636804942.8752205; 35.75808; 
1636804942.977198; 35.38944; 
1636804943.079179; 35.38944; 
1636804943.181105; 35.38944; 
